Type,Post Date,Description,Amount,Check or Slip #
DEBIT,11/20/2015,"Siam Noodles & Rice Chiacgo IL               11/18",-74.10,
DEBIT,11/20/2015,"ZAPIER.COM/CHARGE 877-381-8743 CA            11/19",-15.00,
DEBIT,11/20/2015,"ADY*Spotify 1491649000 646-8375380 NY        11/19",-9.99,
DEBIT,11/19/2015,"Online Transfer to  CHK ...0806 transaction#: 4985386616 11/19",-1700.00,
DEBIT,11/19/2015,"AMERICAN EXPRESS AXP DISCNT 3128961497      CCD ID: 1134992250",-78.04,
DEBIT,11/19/2015,"TENDINC.COM 800-276-5335 IL                  11/18",-50.00,
DEBIT,11/18/2015,"UPWORK**BAL-15NOV 650-8534100 CA             11/16",-56.67,
DEBIT,11/18/2015,"KATY'S DUMPLING HOUSE OAK PARK IL            11/16",-34.97,
CHECK,11/18/2015,"CHECK 158 ",-250.00,158
CHECK,11/18/2015,"CHECK 159 ",-150.00,159
DSLIP,11/17/2015,"DEPOSIT  ID NUMBER 806875",2000.00,
DEBIT,11/17/2015,"VTS SUN TAXI CHICAGO LONG IS CITY NY         11/15",-30.31,
DEBIT,11/16/2015,"BUZZSTREAM 512-6328401 TX                    11/12",-99.00,
DEBIT,11/16/2015,"WPCHRG.COM 8772733049 CA                     11/13",-5.00,
DEBIT,11/16/2015,"COINTENT INCFUNDACCT 4157638853 CA           11/14",-3.00,
DEBIT,11/16/2015,"Piece Out Chicago IL                         11/14",-161.21,
DEBIT,11/16/2015,"Jerry's Wicker Park Chicago IL               11/14",-10.50,
DEBIT,11/16/2015,"Chase QuickPay Electronic Transfer 4975597616 to Josh",-1062.50,
DEBIT,11/16/2015,"Chase QuickPay Electronic Transfer 4975593507 to Eric",-2000.00,
DEBIT,11/16/2015,"SMALL BUSINESS   ICPAYMENT                  PPD ID: 1131414876",-250.00,
DEBIT,11/16/2015,"DreamHost  dh-fee.com 877-8294070 CA         11/13",-26.95,
DEBIT,11/16/2015,"YESWARE - 855-937-927 855-937-9273 MA        11/13",-25.00,
CREDIT,11/13/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2864.70,
DEBIT,11/13/2015,"LASTPASS.COM 7037128315 VA                   11/12",-72.00,
DEBIT,11/12/2015,"Beyond Hosting, LLC 513-299-7108 OH          11/09",-56.97,
DEBIT,11/12/2015,"Chase QuickPay Electronic Transfer 4964240408 to Nicole",-660.00,
DEBIT,11/12/2015,"BITESIZE PR 312-5505716 IL                   11/10",-89.00,
DEBIT,11/12/2015,"GOTOCITRIX.COM 855-837-1750 CA               11/12",-39.20,
CREDIT,11/10/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",4065.00,
DEBIT,11/10/2015,"BLACK ROCK PUB KITCHEN CHICAGO IL            11/08",-54.00,
DEBIT,11/10/2015,"Beyond Hosting, LLC 513-299-7108 OH          11/08",-64.99,
CHECK,11/10/2015,"CHECK 201 ",-600.00,201
DEBIT,11/10/2015,"BUFFER 415-539-0176 CA                       11/09",-10.00,
DEBIT,11/09/2015,"WWW SEMRUSH COM 855-814-4510 VA              11/04",-69.95,
DEBIT,11/09/2015,"RANDOLPH TAVERN CHICAGO IL                   11/06",-28.20,
DEBIT,11/09/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        11/07",-31.93,
DEBIT,11/09/2015,"GRIND LLC BENJAMIN@GRIN NY                   11/07",-375.00,
CREDIT,11/06/2015,"ATM CHECK DEPOSIT 11/06 2 N LA SALLE ST CHICAGO IL",3000.00,
CREDIT,11/06/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2864.70,
CREDIT,11/06/2015,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",2695.00,
DEBIT,11/06/2015,"Beyond Hosting, LLC 513-299-7108 OH          11/04",-15.00,
DEBIT,11/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        11/05",-1.99,
DEBIT,11/06/2015,"GOOGLE*SVCS      APPS_EPICP 7488282         CCD ID: 0000854521",-65.00,
DEBIT,11/06/2015,"TOOFR.COM 415-993-8663 CA                    11/05",-20.00,
DEBIT,11/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               11/05",-9.00,
CREDIT,11/05/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2387.25,
DEBIT,11/05/2015,"COGI, INC. 805-6244374 CA                    11/04",-19.80,
DEBIT,11/05/2015,"Online Transfer to  CHK ...0806 transaction#: 4955018558 11/05",-1700.00,
DEBIT,11/05/2015,"ATT*BILL PAYMENT 800-288-2020 TX             11/04",-252.05,
DEBIT,11/04/2015,"ACTBLUE*KENNETH.BOYD 617-5177600 MA          11/03",-250.00,
CREDIT,11/03/2015,"ATM CHECK DEPOSIT 11/03 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,11/03/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        11/02",-5.00,
DEBIT,11/03/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-154.60,
DEBIT,11/03/2015,"AUTHNET GATEWAY  BILLING    41584127        CCD ID: 1870568569",-10.00,
DEBIT,11/02/2015,"GT FISH & OYSTER CHICAGO IL                  10/30",-162.05,
DEBIT,11/02/2015,"THE KINDERHOOK TAP OAK PARK IL               10/30",-69.87,
DEBIT,11/02/2015,"Chase QuickPay Electronic Transfer 4940639441 to Josh",-1062.50,
DEBIT,11/02/2015,"Chase QuickPay Electronic Transfer 4940638810 to Eric",-2000.00,
DEBIT,11/02/2015,"Payment to Chase card ending in 4107 11/02",-1000.00,
DEBIT,11/02/2015,"INFUSIONSOFT 866-8000004 AZ                  10/30",-299.00,
DEBIT,11/02/2015,"INSTAPAGE 485-305-65 CA                      10/30",-79.00,
DEBIT,11/02/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/30",-28.20,
DEBIT,11/02/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/30",-15.39,
DEBIT,11/02/2015,"INSIGHTLY CRM 800-853-1438 CA                11/01",-9.00,
DEBIT,11/02/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/30",-5.00,
DEBIT,10/29/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/28",-15.86,
DEBIT,10/28/2015,"Amazon.com AMZN.COM/BILL WA                  10/28",-370.81,
DEBIT,10/28/2015,"Amazon.com AMZN.COM/BILL WA                  10/28",-20.32,
DEBIT,10/28/2015,"SHAW'S CRAB HOUSE CHICAGO IL                 10/27",-106.57,
DEBIT,10/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/28",-11.42,
DEBIT,10/27/2015,"GRIND LLC BENJAMIN@GRIN NY                   10/26",325.00,
DEBIT,10/27/2015,"Chase QuickPay Electronic Transfer 4936696422 to Nicole",-660.00,
CREDIT,10/26/2015,"ATM CHECK DEPOSIT 10/26 2 N LA SALLE ST CHICAGO IL",3000.00,
DEBIT,10/26/2015,"THE PENINSULA SPA CHICAGO IL                 10/23",-200.00,
DEBIT,10/26/2015,"ASSOCIATION FOR CORPO 312-854-1873 IL        10/23",-45.00,
DEBIT,10/26/2015,"AUTHORITYHACKER.COM +442032391189            10/25",-468.00,
DEBIT,10/26/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        10/25",-21.24,
DEBIT,10/26/2015,"DTELEPATHY FILAMENTAP 619-225-6220 CA        10/24",-9.00,
DEBIT,10/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   10/22",-49.99,
DEBIT,10/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              10/22",-14.95,
DEBIT,10/23/2015,"LASTPASS.COM 703-712-8315 VA                 10/22",-9.95,
DEBIT,10/22/2015,"Online Transfer to  CHK ...0806 transaction#: 4928085335 10/22",-1700.00,
DEBIT,10/22/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.68,
CREDIT,10/21/2015,"ATM CHECK DEPOSIT 10/21 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,10/21/2015,"ALOFT-AUSTIN AUSTIN TX                       10/20",-5.50,
DEBIT,10/21/2015,"CHI TAXI 6891 CHICAGO IL                     10/19",-28.60,
DEBIT,10/21/2015,"SOUTHWESTAIR*INFLIGHT DALLAS TX              10/20",-5.00,
DEBIT,10/21/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         10/21",-6.36,
DEBIT,10/21/2015,"Online Transfer to SAV ...5998 transaction#: 4954128455 10/21",-10500.00,
DEBIT,10/21/2015,"WPENGINE.COM 877-973-6446 TX                 10/20",-249.00,
DEBIT,10/20/2015,"EL ALMA 512-6098923 TX                       10/18",-23.66,
DEBIT,10/20/2015,"QUICKIE PICKIE AUSTIN TX                     10/18",-47.05,
DEBIT,10/20/2015,"PLUCKERS - RIO GRANDE AUSTIN TX              10/19",-63.96,
DEBIT,10/20/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/19",-20.14,
DEBIT,10/20/2015,"ZAPIER.COM/CHARGE 877-381-8743 CA            10/19",-15.00,
DEBIT,10/20/2015,"ADY*Spotify USA 646-8375380 NY               10/19",-9.99,
DEBIT,10/19/2015,"ALOFT-AUSTIN AUSTIN TX                       10/17",-194.35,
DEBIT,10/19/2015,"LICHAS CANTINA AUSTIN TX                     10/17",-307.32,
DEBIT,10/19/2015,"WHOLEFDS DOM # 1 11920 Austin TX             10/17 Purchase $30.59 Cash Back $100.00",-130.59,
DEBIT,10/19/2015,"WITHDRAWAL 10/19",-2800.00,
DEBIT,10/19/2015,"CVS/PHARMACY #07483 AUSTIN TX                10/17",-27.55,
DEBIT,10/19/2015,"TEXAS CUSTOM BOOTS AUSTIN TX                 10/19",-230.00,
DEBIT,10/19/2015,"ATM WITHDRAWAL                       001077  10/196412 ROOS",-100.00,
DEBIT,10/19/2015,"AMERICAN EXPRESS AXP DISCNT 3128961497      CCD ID: 1134992250",-78.04,
DEBIT,10/19/2015,"TENDINC.COM 800-276-5335 IL                  10/18",-50.00,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/19",-28.48,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/17",-23.15,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/18",-21.37,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/16",-21.08,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/18",-19.39,
DEBIT,10/19/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/16",-7.90,
DEBIT,10/16/2015,"COUNTER CULTURE RE AUSTIN TX                 10/15",-68.04,
DEBIT,10/16/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/15",-17.38,
DEBIT,10/16/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        10/15",-14.28,
CREDIT,10/15/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",4826.74,
DEBIT,10/15/2015,"WPCHRG.COM 8772733049 CA                     10/14",-5.00,
DEBIT,10/15/2015,"JEWEL #3407 CHICAGO IL                       10/14",-13.51,
DEBIT,10/15/2015,"Chase QuickPay Electronic Transfer 4911122808 to Eric",-2000.00,
DEBIT,10/15/2015,"Chase QuickPay Electronic Transfer 4911126061 to Josh",-1062.50,
CREDIT,10/14/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,10/14/2015,"BUZZSTREAM 512-6328401 TX                    10/12",-99.00,
DEBIT,10/14/2015,"SOUTHWES    526215055 800-435-9792 TX        10/13",-191.00,
DEBIT,10/14/2015,"ATM WITHDRAWAL                       000775  10/14605 N MIC",-200.00,
DEBIT,10/14/2015,"YESWARE - 855-937-927 855-937-9273 MA        10/13",-25.00,
DEBIT,10/14/2015,"DreamHost  dh-fee.com 877-8294070 CA         10/13",-11.95,
CREDIT,10/13/2015,"ATM CHECK DEPOSIT 10/10 800 MADISON ST OAK PARK IL",3000.00,
DEBIT,10/13/2015,"Chase QuickPay Electronic Transfer 4906226048 to Nicole",-660.00,
DEBIT,10/13/2015,"BITESIZE PR 312-5505716 IL                   10/10",-89.00,
DEBIT,10/13/2015,"GOTOCITRIX.COM 855-837-1750 CA               10/12",-39.20,
DEBIT,10/13/2015,"BUFFER 415-539-0176 CA                       10/09",-10.00,
DEBIT,10/09/2015,"Beyond Hosting, LLC 513-299-7108 OH          10/07",-56.97,
DEBIT,10/09/2015,"THE VIC THEATRE CHICAGO IL                   10/08",-29.00,
CHECK,10/09/2015,"CHECK 204  10/09",-700.00,204
CREDIT,10/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",3882.89,
DEBIT,10/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        10/07",-32.63,
DEBIT,10/08/2015,"Online Transfer to  CHK ...0806 transaction#: 4897195547 10/08",-1700.00,
DEBIT,10/08/2015,"GRIND LLC BENJAMIN@GRIN NY                   10/07",-325.00,
DEBIT,10/07/2015,"CORBISVEERSPLSH 800-2600444 WA               10/06",-9.00,
DEBIT,10/07/2015,"KUT 90 5 FM 512-4711631 TX                   10/06",-250.00,
CHECK,10/07/2015,"CHECK 200 ",-600.00,200
CREDIT,10/06/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",5253.60,
CREDIT,10/06/2015,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",2695.00,
DEBIT,10/06/2015,"SEMRUSH.COM 855-814-4510 PA                  10/04",-69.95,
DEBIT,10/06/2015,"Beyond Hosting, LLC 513-299-7108 OH          10/04",-15.00,
DEBIT,10/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        10/06",-1.99,
DEBIT,10/06/2015,"ATT*BILL PAYMENT 800-288-2020 TX             10/05",-191.19,
DEBIT,10/06/2015,"GOOGLE*SVCS      APPS_EPICP 2925723         CCD ID: 0000854521",-65.00,
DEBIT,10/06/2015,"TOOFR.COM 415-993-8663 CA                    10/05",-20.00,
DEBIT,10/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               10/05",-9.00,
CREDIT,10/05/2015,"ATM CHECK DEPOSIT 10/05 2 N LA SALLE ST CHICAGO IL",5000.00,
DEBIT,10/05/2015,"Piece Brewery & Pizzeri Chicago IL           10/01",-68.49,
DEBIT,10/05/2015,"Beyond Hosting, LLC 513-299-7108 OH          10/01",-64.99,
DEBIT,10/05/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        10/03",-5.00,
DEBIT,10/05/2015,"Chase QuickPay Electronic Transfer 4879016844 to Eric",-2000.00,
DEBIT,10/05/2015,"Payment to Chase card ending in 4107 10/05",-1000.00,
DEBIT,10/05/2015,"GRIND LLC BENJAMIN@GRIN NY                   10/03",-325.00,
DEBIT,10/02/2015,"INFUSIONSOFT 866-8000004 AZ                  09/30",-299.00,
DEBIT,10/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-135.53,
DEBIT,10/02/2015,"AUTHNET GATEWAY  BILLING    40119558        CCD ID: 1870568569",-10.00,
DEBIT,10/02/2015,"INSIGHTLY CRM 800-853-1438 CA                10/01",-9.00,
DEBIT,10/01/2015,"Beyond Hosting, LLC 513-299-7108 OH          09/30",-59.00,
DEBIT,10/01/2015,"Chase QuickPay Electronic Transfer 4879017571 to Josh",-1062.50,
DEBIT,10/01/2015,"INSTAPAGE 485-305-65 CA                      09/30",-79.00,
DEBIT,09/30/2015,"TRATTORIA STELLA DENVER CO                   09/28",-172.49,
DEBIT,09/30/2015,"SQ *CHICAGO TAXI CAB Oak Park IL             09/29",-27.00,
DEBIT,09/29/2015,"Chase QuickPay Electronic Transfer 4879034439 to Nicole",-660.00,
DEBIT,09/28/2015,"HIGH DIVE CHICAGO IL                         09/25",-220.27,
DEBIT,09/28/2015,"TECALITLAN RESTAURANT I CHICAGO IL           09/25",-141.14,
DEBIT,09/28/2015,"SOUTHWES    526067517 800-435-9792 TX        09/26",-12.50,
DEBIT,09/28/2015,"B TOWN WINE & SPIRITS BOULDER CO             09/26",-21.76,
DEBIT,09/28/2015,"NON-CHASE ATM WITHDRAW               773142  09/2732ND AND",-203.95,
DEBIT,09/28/2015,"SQ *CHICKEE'S LIL KITCH Denver CO            09/27",-20.65,
DEBIT,09/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/27",-71.76,
DEBIT,09/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/26",-29.63,
DEBIT,09/28/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        09/25",-21.24,
DEBIT,09/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/26",-14.47,
DEBIT,09/28/2015,"DreamHost  dh-fee.com 877-8294070 CA         09/27",-11.95,
DEBIT,09/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/26",-5.13,
DEBIT,09/28/2015,"NON-CHASE ATM FEE-WITH",-2.00,
DEBIT,09/25/2015,"NON-CHASE ATM WITHDRAW               807000  09/24947 DAMEN",-82.00,
DEBIT,09/25/2015,"GRAMMARLY.COM 888-318-6146 CA                09/24",-59.95,
DEBIT,09/25/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        09/24",-9.00,
DEBIT,09/25/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/25",-4.53,
DEBIT,09/25/2015,"NON-CHASE ATM FEE-WITH",-2.00,
DEBIT,09/24/2015,"Online Transfer to  CHK ...0806 transaction#: 4869796655 09/24",-1700.00,
DEBIT,09/23/2015,"VENTRA VENDING 08902 OAK PARK IL             09/22",-40.00,
DEBIT,09/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   09/22",-49.99,
DEBIT,09/23/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         09/23",-0.99,
DEBIT,09/23/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.46,
DEBIT,09/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              09/22",-14.95,
DEBIT,09/23/2015,"LASTPASS.COM 703-712-8315 VA                 09/22",-9.95,
DEBIT,09/22/2015,"ATM WITHDRAWAL                       001566  09/222 N LA SA",-200.00,
DEBIT,09/21/2015,"TUMANS TAVERN CHICAGO IL                     09/18",-36.75,
DEBIT,09/21/2015,"WPENGINE.COM 877-973-6446 TX                 09/20",-249.00,
DEBIT,09/21/2015,"TENDINC.COM 800-276-5335 IL                  09/18",-50.00,
DEBIT,09/21/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/20",-17.65,
DEBIT,09/21/2015,"ZAPIER.COM/CHARGE 877-381-8743 CA            09/19",-15.00,
DEBIT,09/21/2015,"ADY*Spotify USA 646-8375380 NY               09/19",-9.99,
CREDIT,09/18/2015,"ATM CHECK DEPOSIT 09/18 800 MADISON ST OAK PARK IL",2000.00,
DEBIT,09/18/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         09/18",-6.36,
DEBIT,09/18/2015,"Online Transfer to CHK ...0806 transaction#: 4888063053 09/18",-275.00,
DEBIT,09/18/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/18",-23.93,
CREDIT,09/17/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,09/17/2015,"SOUTHWES    526214348 800-435-9792 TX        09/16",-418.00,
DEBIT,09/17/2015,"SOUTHWES    526067452 800-435-9792 TX        09/16",-12.50,
DEBIT,09/17/2015,"SOUTHWES    526067452 800-435-9792 TX        09/16",-12.50,
DEBIT,09/17/2015,"SOUTHWES    526214348 800-435-9792 TX        09/16",-400.00,
DEBIT,09/17/2015,"SOUTHWES    526067452 800-435-9792 TX        09/16",-12.50,
DEBIT,09/17/2015,"SOUTHWES    526067452 800-435-9792 TX        09/16",-12.50,
DEBIT,09/17/2015,"GOOGLE *One Today Nf GOOGLE.COM/CH CA        09/17",-100.00,
DEBIT,09/15/2015,"WPCHRG.COM 8772733049 CA                     09/14",-5.00,
DEBIT,09/15/2015,"Chase QuickPay Electronic Transfer 4842417711 to Josh",-1062.50,
DEBIT,09/15/2015,"Chase QuickPay Electronic Transfer 4847570565 to Eric",-2000.00,
DEBIT,09/15/2015,"Chase QuickPay Electronic Transfer 4850403200 to Nicole",-660.00,
CREDIT,09/14/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,09/14/2015,"BUZZSTREAM 512-6328401 TX                    09/12",-99.00,
DEBIT,09/14/2015,"BITESIZE PR 312-5505716 IL                   09/10",-89.00,
DEBIT,09/14/2015,"GOTOCITRIX.COM 855-837-1750 CA               09/12",-39.20,
DEBIT,09/14/2015,"YESWARE - 855-937-927 855-937-9273 MA        09/13",-25.00,
CREDIT,09/11/2015,"ATM CHECK DEPOSIT 09/11 800 MADISON ST OAK PARK IL",5000.00,
DEBIT,09/11/2015,"Beyond Hosting, LLC 513-299-7108 OH          09/09",-56.97,
DEBIT,09/11/2015,"Chase QuickPay Electronic Transfer 4873461787 to Josh",-214.50,
DEBIT,09/10/2015,"Online Transfer to  CHK ...0806 transaction#: 4839885422 09/10",-1700.00,
DEBIT,09/10/2015,"BUFFER 415-539-0176 CA                       09/09",-10.00,
CREDIT,09/09/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",3882.89,
CREDIT,09/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2388.00,
DEBIT,09/08/2015,"SEMRUSH.COM 855-814-4510 PA                  09/04",-69.95,
DEBIT,09/08/2015,"Beyond Hosting, LLC 513-299-7108 OH          09/04",-15.00,
DEBIT,09/08/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        09/05",-1.99,
DEBIT,09/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        09/07",-27.81,
DEBIT,09/08/2015,"GRIND LLC BENJAMIN@GRIN NY                   09/07",-325.00,
DEBIT,09/08/2015,"ATT*BILL PAYMENT 800-288-2020 TX             09/04",-189.08,
DEBIT,09/08/2015,"GOOGLE*SVCS      APPS_EPICP 4305999         CCD ID: 0000854521",-65.00,
DEBIT,09/08/2015,"TOOFR.COM 415-993-8663 CA                    09/05",-20.00,
DEBIT,09/08/2015,"CUE SOCIAL LLC 330-552-8283 OH               09/05",-9.00,
DEBIT,09/04/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        09/03",-26.78,
DEBIT,09/03/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        09/02",-5.00,
DEBIT,09/03/2015,"Beyond Hosting, LLC 513-299-7108 OH          09/01",-64.99,
DEBIT,09/03/2015,"MOZ 855-894-7355 WA                          09/03",-49.00,
DEBIT,09/02/2015,"RB-CHICAGO CHICAGO IL                        09/01",-72.07,
DEBIT,09/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-232.35,
DEBIT,09/02/2015,"AUTHNET GATEWAY  BILLING    39750096        CCD ID: 1870568569",-10.00,
DEBIT,09/02/2015,"INSIGHTLY CRM 800-853-1438 CA                09/01",-9.00,
CREDIT,09/01/2015,"ATM CHECK DEPOSIT 09/01 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,09/01/2015,"Payment to Chase card ending in 4107 09/01",-1000.00,
DEBIT,09/01/2015,"Chase QuickPay Electronic Transfer 4822704924 to Nicole",-660.00,
DEBIT,09/01/2015,"Chase QuickPay Electronic Transfer 4820334181 to Eric",-780.00,
DEBIT,09/01/2015,"ATM WITHDRAWAL                       006518  09/012 N LA SA",-100.00,
DEBIT,09/01/2015,"INFUSIONSOFT 866-8000004 AZ                  08/30",-299.00,
DEBIT,09/01/2015,"PAYPAL           INST XFER  LAWOFFICESV     WEB ID: PAYPALSI77",-100.00,
CREDIT,08/31/2015,"ATM CHECK DEPOSIT 08/31 2 N LA SALLE ST CHICAGO IL",3000.00,
DEBIT,08/31/2015,"BAMCO ART INST51156297 CHICAGO IL            08/28",-35.80,
DEBIT,08/31/2015,"BAMCO ART INST51156297 CHICAGO IL            08/28",-37.80,
DEBIT,08/31/2015,"EMPORIUM ARCADE BAR (2) CHICAGO IL           08/28",-154.00,
DEBIT,08/31/2015,"THE WHISTLER CHICAGO IL                      08/29",-66.00,
DEBIT,08/31/2015,"NON-CHASE ATM WITHDRAW               192724  08/292210 N. C",-82.75,
DEBIT,08/31/2015,"BED BATH & BEYOND #791 FOREST PARK IL        08/30",-32.68,
DEBIT,08/31/2015,"Chase QuickPay Electronic Transfer 4846860132 to Eric",-702.00,
DEBIT,08/31/2015,"PAMELA BOYOC     IAT PAYPAL 47F2292AMV3VU   WEB ID: 770510487C",-126.00,
DEBIT,08/31/2015,"INSTAPAGE 855-557-5585 CA                    08/30",-79.00,
DEBIT,08/31/2015,"SIMON MCALLISTER IAT PAYPAL J222225GNVAC4   WEB ID: 770510487C",-64.00,
DEBIT,08/31/2015,"GRIND LLC BENJAMIN@GRIN NY                   08/29",-50.00,
DEBIT,08/31/2015,"GRIND LLC BENJAMIN@GRIN NY                   08/28",-25.00,
DEBIT,08/31/2015,"NON-CHASE ATM FEE-WITH",-2.00,
DEBIT,08/28/2015,"MICRO CENTER #151 CHICAGO IL                 08/27",-125.57,
DEBIT,08/28/2015,"Chase QuickPay Electronic Transfer 4815369266 to Josh",-780.00,
DEBIT,08/27/2015,"Online Transfer to  CHK ...0806 transaction#: 4812195778 08/27",-1700.00,
DEBIT,08/26/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        08/25",-21.24,
DEBIT,08/26/2015,"PAYPAL           INST XFER  AIRWAYRECOR     WEB ID: PAYPALSI77",-1.00,
DEBIT,08/25/2015,"YOUNEEDABUDGET.COM 8016109169 UT             08/24",-60.00,
DEBIT,08/25/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        08/24",-9.00,
DEBIT,08/24/2015,"Chop Shop Chicago IL                         08/22",-196.37,
DEBIT,08/24/2015,"NON-CHASE ATM WITHDRAW               314684  08/211035 n we",-82.75,
DEBIT,08/24/2015,"MAJESTICSEO.COM BIRMINGHAM                   08/22",-49.99,
DEBIT,08/24/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         08/23",-0.99,
DEBIT,08/24/2015,"PAYPAL           INST XFER  LAWOFFICESV     WEB ID: PAYPALSI77",-850.00,
DEBIT,08/24/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.37,
DEBIT,08/24/2015,"PAYPAL           INST XFER  YELLOWPAGES     WEB ID: PAYPALSI77",-49.95,
DEBIT,08/24/2015,"PAYPAL           INST XFER  ONLINEJOBSP     WEB ID: PAYPALSI77",-49.00,
DEBIT,08/24/2015,"WUFOO.COM/CHARGE 813-4213676 CA              08/22",-14.95,
DEBIT,08/24/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/21",-13.61,
DEBIT,08/24/2015,"LASTPASS.COM 703-712-8315 VA                 08/22",-9.95,
DEBIT,08/24/2015,"NON-CHASE ATM FEE-WITH",-2.00,
DEBIT,08/21/2015,"WPENGINE.COM 877-973-6446 TX                 08/20",-284.13,
DEBIT,08/21/2015,"DreamHost  dh-fee.com 877-8294070 CA         08/20",-23.90,
DEBIT,08/20/2015,"ZAPIER.COM 877-381-8743 CA                   08/19",-15.00,
DEBIT,08/20/2015,"ADY*Spotify USA 646-8375380 NY               08/19",-9.99,
DEBIT,08/19/2015,"TENDINC.COM 8002765335 IL                    08/18",-50.00,
DEBIT,08/19/2015,"Chase QuickPay Electronic Transfer 4822862682 to Eric",-1482.00,
